field_1,Site,Sample_ID,Date_ddPCR,Sample.type,State,Well,Lab_ID,Target,Concentrat,Status,Experiment,Supermix,DyeName.s.,Accepted_D,Positives.,Negatives.,Concentr_1,Accepted_1,Positive_1,Negative_1,Concentr_2,Accepted_2,Positive_2,Negative_2,freq,Infected,Bd.load_co,Comments.x,GPS,Collection,DOY,Time,Hg_mean,Coloration,Size,Frog_posit,Sex,Male,Weight,SVL,leaf_litte,ground_veg,small_trun,large_trun,fallen_tre,woody,phyto,Type_phyto,Microhab_t,Ambient_te,canopy_ID,canopy_cov,Comments.y,DateTimeS,Elevation,DateTime,Lon,Lat,dist_to_ph,dist_to_tr,coords.x1,coords.x2,distance.y,dist_km,min_spent,hrs_spent,frogs_obse,ind_obs,ind_per_km,Area_m,Area_ha,HFI,scaled_SMI.rob,DNA_ng.ml
292,Mont Fortune,23-Dt-146,01/08/2023,Frog swab,Wild,H08,DT238,Bd,0.058993135,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19943,1,19942,0,19701,0,19701,NA,NA,NA,NA,2,No,0,,647,15/02/2023,46,14:05,0.77,lightblue,Small,Under fallen log,Male,1,2.87,3.46,80,25,1,0,1,35,FALSE,NA,25.9,26.7,IMG_4480,94.83,,02:39.0,55.6554,2/15/2023 17:02,-52.350782,4.883509,34.85417396,17.78760345,1016038.184,541572.902,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.370227805,too low
293,Mont Fortune,23-Dt-147,01/08/2023,Frog swab,Wild,A09,DT239,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16707,0,16707,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,648,15/02/2023,46,14:50,0.77,lightblue,Small,Under fallen log,Male,1,2.69,3.02,80,3,4,0,1,35,FALSE,NA,24,25.9,IMG_4485,95.61,,51:34.0,105.4131,2/15/2023 17:51,-52.35045,4.882059,58.77637906,31.53272728,1016076.228,541412.3525,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,3.524865942,too low
294,Mont Fortune,23-Dt-147,01/08/2023,Frog swab,Wild,A09,DT239,RAG1,0.07041993,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,16707,1,16706,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,648,15/02/2023,46,14:50,0.77,lightblue,Small,Under fallen log,Male,1,2.69,3.02,80,3,4,0,1,35,FALSE,NA,24,25.9,IMG_4485,95.61,,51:34.0,105.4131,2/15/2023 17:51,-52.35045,4.882059,58.77637906,31.53272728,1016076.228,541412.3525,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,3.524865942,too low
295,Mont Fortune,23-Dt-197,01/08/2023,Frog swab,Wild,G01,DT181,Bd,1451.674805,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17352,12300,5052,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,1451.674805,,825,16/03/2023,75,11:26,0.77,lightblue,Small,Under fallen log,Female,0,2.26,3.36,70,22,4,0,1,20,FALSE,NA,25.1,25.5,IMG_5233,94.72,,28:47.0,112.0134,3/16/2023 14:28,-52.350196,4.881411,2.661668852,30.38538688,1016104.98,541340.6847,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,-0.250839837,2.04
296,Mont Fortune,23-Dt-198,01/08/2023,Frog swab,Wild,H01,DT182,Bd,0.064985812,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18104,1,18103,0.208341658,16942,3,16939,0.06910862,17024,1,17023,3,No,0,,826,16/03/2023,75,11:55,0.77,lightblue,Small,On top of fallen log,Male,1,2.69,3.35,90,5,2,0,1,15,FALSE,NA,25,25.6,IMG_5234,97.83,,56:10.0,100.1368,3/16/2023 14:56,-52.349856,4.881523,20.52789401,9.497650997,1016142.714,541353.3673,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.706408035,too low
297,Mont Fortune,23-Dt-195,27/07/2023,Frog swab,Wild,F11,DT167,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17448,0,17448,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,822,16/03/2023,75,09:40,0.77,lightblue,Small,Under fallen log,Female,0,3.91,3.78,95,1,3,0,1,15,FALSE,NA,24.8,26.6,IMG_5226,96.81,,44:26.0,101.5662,3/16/2023 12:44,-52.350352,4.881631,10.14169568,33.50005132,1016087.458,541364.9626,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.181413484,3.94
298,Mont Fortune,23-Dt-195,27/07/2023,Frog swab,Wild,F11,DT167,RAG1,0.067429177,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,17448,1,17447,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,822,16/03/2023,75,09:40,0.77,lightblue,Small,Under fallen log,Female,0,3.91,3.78,95,1,3,0,1,15,FALSE,NA,24.8,26.6,IMG_5226,96.81,,44:26.0,101.5662,3/16/2023 12:44,-52.350352,4.881631,10.14169568,33.50005132,1016087.458,541364.9626,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.181413484,3.94
299,Mont Fortune,23-Dt-196,01/08/2023,Frog swab,Wild,F01,DT180,Bd,0.507318079,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18556,8,18548,0.770620406,19853,13,19840,NA,NA,NA,NA,2,Yes,0.638969243,,823,16/03/2023,75,09:55,0.77,lightblue,Small,Under fallen log,Female,0,3.17,3.6,80,2,1,0,1,35,FALSE,NA,25.2,25.5,IMG_5229,95.01,,58:59.0,111.846,3/16/2023 12:58,-52.350462,4.881473,9.581806892,54.74933026,1016075.343,541347.3557,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.083701781,too low
300,Mont Fortune,23-Dt-196,01/08/2023,Frog swab,Wild,F01,DT180,RAG1,2.920070887,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18556,46,18510,5.881325722,19853,99,19754,NA,NA,NA,NA,2,,NA,,823,16/03/2023,75,09:55,0.77,lightblue,Small,Under fallen log,Female,0,3.17,3.6,80,2,1,0,1,35,FALSE,NA,25.2,25.5,IMG_5229,95.01,,58:59.0,111.846,3/16/2023 12:58,-52.350462,4.881473,9.581806892,54.74933026,1016075.343,541347.3557,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.083701781,too low
301,Mont Fortune,23-Dt-197,01/08/2023,Frog swab,Wild,G01,DT181,RAG1,0.746039629,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,17352,11,17341,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,825,16/03/2023,75,11:26,0.77,lightblue,Small,Under fallen log,Female,0,2.26,3.36,70,22,4,0,1,20,FALSE,NA,25.1,25.5,IMG_5233,94.72,,28:47.0,112.0134,3/16/2023 14:28,-52.350196,4.881411,2.661668852,30.38538688,1016104.98,541340.6847,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,-0.250839837,2.04
302,Mont Fortune,23-Dt-198,01/08/2023,Frog swab,Wild,H01,DT182,RAG1,0.650019646,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18104,10,18094,1.250603676,16942,18,16924,0.345583707,17024,5,17019,3,,NA,,826,16/03/2023,75,11:55,0.77,lightblue,Small,On top of fallen log,Male,1,2.69,3.35,90,5,2,0,1,15,FALSE,NA,25,25.6,IMG_5234,97.83,,56:10.0,100.1368,3/16/2023 14:56,-52.349856,4.881523,20.52789401,9.497650997,1016142.714,541353.3673,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.706408035,too low
303,Nouragues,23-Dt-199,01/08/2023,Frog swab,Wild,A02,DT183,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18572,0,18572,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,827,17/03/2023,76,16:55,1.08,hybrid,Intermediate,"Leaf litter, next to fallen log",Female,0,5.77,4.39,100,3,1,0,1,35,FALSE,NA,25.3,27.1,IMG_5254,95.96,,07:50.0,138.0912,3/17/2023 20:07,-52.673769,4.046898,18.41787986,23.87869174,980664.3307,448593.8067,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,0.258637279,too low
304,Nouragues,23-Dt-199,01/08/2023,Frog swab,Wild,A02,DT183,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18572,0,18572,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,827,17/03/2023,76,16:55,1.08,hybrid,Intermediate,"Leaf litter, next to fallen log",Female,0,5.77,4.39,100,3,1,0,1,35,FALSE,NA,25.3,27.1,IMG_5254,95.96,,07:50.0,138.0912,3/17/2023 20:07,-52.673769,4.046898,18.41787986,23.87869174,980664.3307,448593.8067,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,0.258637279,too low
305,Nouragues,23-Dt-200,01/08/2023,Frog swab,Wild,D03,DT194,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,14861,0,14861,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,828,17/03/2023,76,17:15,1.08,hybrid,Intermediate,Leaf litter,Male,1,3.76,3.98,100,4,2,0,0,0,FALSE,NA,25.5,27.2,IMG_5260,93.39,,23:24.0,147.2953,3/17/2023 20:23,-52.673789,4.047118,9.095992887,14.38179344,980661.9742,448618.1819,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,-1.06074793,5.66
306,Nouragues,23-Dt-200,01/08/2023,Frog swab,Wild,D03,DT194,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,14861,0,14861,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,828,17/03/2023,76,17:15,1.08,hybrid,Intermediate,Leaf litter,Male,1,3.76,3.98,100,4,2,0,0,0,FALSE,NA,25.5,27.2,IMG_5260,93.39,,23:24.0,147.2953,3/17/2023 20:23,-52.673789,4.047118,9.095992887,14.38179344,980661.9742,448618.1819,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,-1.06074793,5.66
307,Nouragues,23-Dt-201,01/08/2023,Frog swab,Wild,E03,DT195,RAG1,0.344955444,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,13644,4,13640,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,829,17/03/2023,76,17:25,1.08,hybrid,Intermediate,Inside phytotelmata,Male,1,3.91,3.77,95,25,0,1,1,15,TRUE,Tree trunk hole (alive),24.9,26.5,IMG_5263,96.22,Phyto PP?CHECK,25:45.0,148.1241,3/17/2023 20:25,-52.673884,4.047057,4.649357536,21.46676499,980651.4353,448611.3636,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,0.418019283,5.04
308,Nouragues,23-Dt-201,01/08/2023,Frog swab,Wild,E03,DT195,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,13644,0,13644,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,829,17/03/2023,76,17:25,1.08,hybrid,Intermediate,Inside phytotelmata,Male,1,3.91,3.77,95,25,0,1,1,15,TRUE,Tree trunk hole (alive),24.9,26.5,IMG_5263,96.22,Phyto PP?CHECK,25:45.0,148.1241,3/17/2023 20:25,-52.673884,4.047057,4.649357536,21.46676499,980651.4353,448611.3636,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,0.418019283,5.04
309,Nouragues,23-Dt-202,01/08/2023,Frog swab,Wild,F03,DT196,RAG1,1.01984024,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,13849,12,13837,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,830,17/03/2023,76,17:45,1.08,hybrid,Intermediate,Inside phytotelmata,Male,1,5.43,4.4,90,5,5,1,1,10,TRUE,Tree trunk hole (alive),25.3,26.6,IMG_5264,94.68,Phyto PP6,51:46.0,151.8798,3/17/2023 20:51,-52.673955,4.047845,0.55574874,59.57125601,980643.0655,448698.6715,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,-0.299305867,5.32
310,Nouragues,23-Dt-202,01/08/2023,Frog swab,Wild,F03,DT196,Bd,39.91640091,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,13849,462,13387,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,39.91640091,,830,17/03/2023,76,17:45,1.08,hybrid,Intermediate,Inside phytotelmata,Male,1,5.43,4.4,90,5,5,1,1,10,TRUE,Tree trunk hole (alive),25.3,26.6,IMG_5264,94.68,Phyto PP6,51:46.0,151.8798,3/17/2023 20:51,-52.673955,4.047845,0.55574874,59.57125601,980643.0655,448698.6715,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,-0.299305867,5.32
311,Nouragues,23-Dt-203,01/08/2023,Frog swab,Wild,G03,DT197,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17337,0,17337,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,839,18/03/2023,77,08:23,1.08,hybrid,Intermediate,Leaf litter,Female,0,6.18,4.48,100,25,0,1,0,40,FALSE,NA,22.8,23.5,IMG_5297,93.34,,33:31.0,130.7031,3/18/2023 11:33,-52.677929,4.046023,48.01621304,42.74797467,980201.7769,448494.342,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.383310389,5.02
312,Nouragues,23-Dt-203,01/08/2023,Frog swab,Wild,G03,DT197,RAG1,0.339343667,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,17337,5,17332,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,839,18/03/2023,77,08:23,1.08,hybrid,Intermediate,Leaf litter,Female,0,6.18,4.48,100,25,0,1,0,40,FALSE,NA,22.8,23.5,IMG_5297,93.34,,33:31.0,130.7031,3/18/2023 11:33,-52.677929,4.046023,48.01621304,42.74797467,980201.7769,448494.342,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.383310389,5.02
313,Nouragues,23-Dt-204,01/08/2023,Frog swab,Wild,H03,DT198,Bd,192.4653473,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17712,2673,15039,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,192.4653473,,841,18/03/2023,77,08:42,1.08,hybrid,Intermediate,"Leaf litter, next to tree",Male,1,4.03,4.05,95,5,2,2,0,3,FALSE,NA,21.5,21.2,IMG_5300,96.89,,44:04.0,134.7166,3/18/2023 11:44,-52.677596,4.046106,67.04311058,43.02776894,980238.7957,448503.7402,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,-0.892922062,too low
314,Nouragues,23-Dt-204,01/08/2023,Frog swab,Wild,H03,DT198,RAG1,11.14513683,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,17712,167,17545,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,841,18/03/2023,77,08:42,1.08,hybrid,Intermediate,"Leaf litter, next to tree",Male,1,4.03,4.05,95,5,2,2,0,3,FALSE,NA,21.5,21.2,IMG_5300,96.89,,44:04.0,134.7166,3/18/2023 11:44,-52.677596,4.046106,67.04311058,43.02776894,980238.7957,448503.7402,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,-0.892922062,too low
315,Nouragues,23-Dt-205,01/08/2023,Frog swab,Wild,A04,DT199,RAG1,2.833580494,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18706,45,18661,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,843,18/03/2023,77,09:00,1.08,hybrid,Intermediate,Leaf litter,Female,0,5.05,4,100,3,0,0,0,60,FALSE,NA,22.7,22.4,IMG_5305,92.18,,02:52.0,134.5622,3/18/2023 12:02,-52.67744,4.045626,24.94505928,19.09280596,980256.4446,448450.6249,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,1.317179659,5.12
316,Nouragues,23-Dt-205,01/08/2023,Frog swab,Wild,A04,DT199,Bd,99.36274719,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18706,1515,17191,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,99.36274719,,843,18/03/2023,77,09:00,1.08,hybrid,Intermediate,Leaf litter,Female,0,5.05,4,100,3,0,0,0,60,FALSE,NA,22.7,22.4,IMG_5305,92.18,,02:52.0,134.5622,3/18/2023 12:02,-52.67744,4.045626,24.94505928,19.09280596,980256.4446,448450.6249,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,1.317179659,5.12
317,Nouragues,23-Dt-206,01/08/2023,Frog swab,Wild,B04,DT200,RAG1,0.887519598,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18565,14,18551,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,845,18/03/2023,77,09:23,1.08,hybrid,Intermediate,Tree base,Female,0,6.46,4.72,95,3,0,1,0,2,FALSE,NA,23.9,23.7,IMG_5314,94.58,,27:26.0,147.2928,3/18/2023 12:27,-52.677036,4.046652,85.11925607,13.9890054,980300.8093,448564.5967,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,-0.412951336,11.06
318,Nouragues,23-Dt-206,01/08/2023,Frog swab,Wild,B04,DT200,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18565,0,18565,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,845,18/03/2023,77,09:23,1.08,hybrid,Intermediate,Tree base,Female,0,6.46,4.72,95,3,0,1,0,2,FALSE,NA,23.9,23.7,IMG_5314,94.58,,27:26.0,147.2928,3/18/2023 12:27,-52.677036,4.046652,85.11925607,13.9890054,980300.8093,448564.5967,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,-0.412951336,11.06
319,Nouragues,23-Dt-207,01/08/2023,Frog swab,Wild,C04,DT201,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20223,0,20223,0,17879,0,17879,NA,NA,NA,NA,2,,NA,,846,18/03/2023,77,09:46,1.08,hybrid,Intermediate,Leaf litter,Female,0,6.47,4.31,100,10,3,1,0,20,FALSE,NA,25.5,23.9,IMG_5319,95.04,,43:58.0,152.8202,3/18/2023 12:43,-52.676813,4.046548,58.11324802,20.75048566,980325.694,448553.2008,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,1.794092717,12.34
320,Nouragues,23-Dt-207,01/08/2023,Frog swab,Wild,C04,DT201,Bd,0.05817632,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20223,1,20222,0,17879,0,17879,NA,NA,NA,NA,2,No,0,,846,18/03/2023,77,09:46,1.08,hybrid,Intermediate,Leaf litter,Female,0,6.47,4.31,100,10,3,1,0,20,FALSE,NA,25.5,23.9,IMG_5319,95.04,,43:58.0,152.8202,3/18/2023 12:43,-52.676813,4.046548,58.11324802,20.75048566,980325.694,448553.2008,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,1.794092717,12.34
321,Nouragues,23-Dt-208,01/08/2023,Frog swab,Wild,D04,DT202,RAG1,0.852647364,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19324,14,19310,1.879068494,16918,27,16891,NA,NA,NA,NA,2,,NA,,848,18/03/2023,77,09:59,1.08,hybrid,Intermediate,Leaf litter,Female,0,6.96,4.67,90,45,4,0,1,15,FALSE,NA,23.6,25.2,IMG_5328,95.04,,00:24.0,154.3589,3/18/2023 13:00,-52.676545,4.046567,40.25100718,9.42977396,980355.5152,448555.4661,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.451094518,11.68
322,Nouragues,23-Dt-208,01/08/2023,Frog swab,Wild,D04,DT202,Bd,0.121768937,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19324,3,19322,0.278191209,16918,4,16914,NA,NA,NA,NA,2,Yes,0.199980073,,848,18/03/2023,77,09:59,1.08,hybrid,Intermediate,Leaf litter,Female,0,6.96,4.67,90,45,4,0,1,15,FALSE,NA,23.6,25.2,IMG_5328,95.04,,00:24.0,154.3589,3/18/2023 13:00,-52.676545,4.046567,40.25100718,9.42977396,980355.5152,448555.4661,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.451094518,11.68
323,Nouragues,23-Dt-209,01/08/2023,Frog swab,Wild,E04,DT203,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19099,0,19099,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,852,18/03/2023,77,10:29,1.08,hybrid,Intermediate,Leaf litter,Female,0,5.53,4.43,97,15,1,0,0,25,FALSE,NA,24.1,25.1,IMG_5337,94.73,,32:50.0,155.9806,3/18/2023 13:32,-52.675335,4.046938,74.85224262,51.98618505,980489.9872,448597.3102,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,-0.298779324,11.4
324,Nouragues,23-Dt-209,01/08/2023,Frog swab,Wild,E04,DT203,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19099,0,19099,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,852,18/03/2023,77,10:29,1.08,hybrid,Intermediate,Leaf litter,Female,0,5.53,4.43,97,15,1,0,0,25,FALSE,NA,24.1,25.1,IMG_5337,94.73,,32:50.0,155.9806,3/18/2023 13:32,-52.675335,4.046938,74.85224262,51.98618505,980489.9872,448597.3102,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,-0.298779324,11.4
325,Nouragues,23-Dt-210,01/08/2023,Frog swab,Wild,F04,DT204,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19281,0,19281,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,854,18/03/2023,77,10:39,1.08,hybrid,Intermediate,Leaf litter,Male,1,3.68,3.89,80,18,2,0,0,17,FALSE,NA,23.9,25.8,IMG_5340,93.77,Clipped,41:23.0,159.1298,3/18/2023 13:41,-52.674992,4.047277,33.54229803,5.304061916,980527.9677,448635.0922,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,-0.764598853,11.68
326,Nouragues,23-Dt-210,01/08/2023,Frog swab,Wild,F04,DT204,RAG1,0.732433081,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19281,12,19269,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,854,18/03/2023,77,10:39,1.08,hybrid,Intermediate,Leaf litter,Male,1,3.68,3.89,80,18,2,0,0,17,FALSE,NA,23.9,25.8,IMG_5340,93.77,Clipped,41:23.0,159.1298,3/18/2023 13:41,-52.674992,4.047277,33.54229803,5.304061916,980527.9677,448635.0922,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,-0.764598853,11.68
327,Nouragues,23-Dt-211,01/08/2023,Frog swab,Wild,E09,DT243,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19343,0,19343,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,859,18/03/2023,77,11:20,1.08,hybrid,Intermediate,Inside phytotelmata,Male,1,3.54,3.66,95,6,5,1,1,10,TRUE,Tree trunk hole (alive),24.3,26.4,IMG_5352,95.04,"Not clipped, phyto PP6",23:36.0,162.4427,3/18/2023 14:23,-52.67392,4.04779,7.296953737,59.83898136,980646.9941,448692.5955,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,0.242480458,too low
328,Nouragues,23-Dt-211,01/08/2023,Frog swab,Wild,E09,DT243,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19343,0,19343,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,859,18/03/2023,77,11:20,1.08,hybrid,Intermediate,Inside phytotelmata,Male,1,3.54,3.66,95,6,5,1,1,10,TRUE,Tree trunk hole (alive),24.3,26.4,IMG_5352,95.04,"Not clipped, phyto PP6",23:36.0,162.4427,3/18/2023 14:23,-52.67392,4.04779,7.296953737,59.83898136,980646.9941,448692.5955,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,0.242480458,too low
329,Nouragues,23-Dt-212,01/08/2023,Frog swab,Wild,F09,DT244,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19576,0,19576,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,861,18/03/2023,77,12:13,1.08,hybrid,Intermediate,Inside phytotelmata,Female,0,6.88,4.84,90,5,3,0,0,8,TRUE,Tree trunk hole (alive),23.7,26.6,IMG_5357,96.07,PP17,15:54.0,173.6482,3/18/2023 15:15,-52.674487,4.047645,0.677037778,14.79326622,980583.9642,448676.1852,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,-0.446265507,too low
330,Nouragues,23-Dt-212,01/08/2023,Frog swab,Wild,F09,DT244,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19576,0,19576,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,861,18/03/2023,77,12:13,1.08,hybrid,Intermediate,Inside phytotelmata,Female,0,6.88,4.84,90,5,3,0,0,8,TRUE,Tree trunk hole (alive),23.7,26.6,IMG_5357,96.07,PP17,15:54.0,173.6482,3/18/2023 15:15,-52.674487,4.047645,0.677037778,14.79326622,980583.9642,448676.1852,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,-0.446265507,too low
331,Nouragues,23-Dt-213,01/08/2023,Frog swab,Wild,G09,DT245,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20911,0,20911,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,867,18/03/2023,77,13:15,1.08,hybrid,Intermediate,Inside hollow fallen log,Female,0,4.81,4.05,95,15,2,0,1,5,FALSE,NA,24.1,27.6,IMG_5367,92.63,Not clipped,24:38.0,142.8251,3/18/2023 16:24,-52.67618,4.047008,88.55800096,28.01996149,980395.8844,448604.5677,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.554868903,too low
332,Nouragues,23-Dt-213,01/08/2023,Frog swab,Wild,G09,DT245,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20911,0,20911,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,867,18/03/2023,77,13:15,1.08,hybrid,Intermediate,Inside hollow fallen log,Female,0,4.81,4.05,95,15,2,0,1,5,FALSE,NA,24.1,27.6,IMG_5367,92.63,Not clipped,24:38.0,142.8251,3/18/2023 16:24,-52.67618,4.047008,88.55800096,28.01996149,980395.8844,448604.5677,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.554868903,too low
333,Nouragues,23-Dt-214,01/08/2023,Frog swab,Wild,H09,DT246,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19325,0,19325,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,869,18/03/2023,77,13:55,1.08,hybrid,Intermediate,Inside hollow fallen log,Male,1,4.55,4.09,90,18,3,0,1,20,FALSE,NA,23.6,28.1,IMG_5372,96.98,Not clipped,56:47.0,168.5929,3/18/2023 16:56,-52.677239,4.046457,97.36044039,16.36956301,980278.3276,448542.8605,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,-0.14694689,15.38
334,Nouragues,23-Dt-214,01/08/2023,Frog swab,Wild,H09,DT246,RAG1,0.60893923,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19325,10,19315,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,869,18/03/2023,77,13:55,1.08,hybrid,Intermediate,Inside hollow fallen log,Male,1,4.55,4.09,90,18,3,0,1,20,FALSE,NA,23.6,28.1,IMG_5372,96.98,Not clipped,56:47.0,168.5929,3/18/2023 16:56,-52.677239,4.046457,97.36044039,16.36956301,980278.3276,448542.8605,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,-0.14694689,15.38
